geneID	transcriptID	external_gene_name	chromosome_name	start_position	coef	p	p_adj
ENSMUSG00000015653	ENSMUST00000015797,ENSMUST00000115424,ENSMUST00000115425,ENSMUST00000115426,ENSMUST00000115427,ENSMUST00000148333,ENSMUST00000149412,ENSMUST00000150238,ENSMUST00000164219	Steap2	5	5714829	0.836212709090542	6.98320836127737e-05	0.0130542689637367
ENSMUSG00000014418	ENSMUST00000014562,ENSMUST00000107653,ENSMUST00000107654,ENSMUST00000123725,ENSMUST00000130365,ENSMUST00000138480,ENSMUST00000142663,ENSMUST00000143627,ENSMUST00000145776,ENSMUST00000152759,ENSMUST00000153789,ENSMUST00000157026,ENSMUST00000211347,ENSMUST00000211471,ENSMUST00000211571	Hps5	7	46409890	0.867352361651464	7.3850775799099e-05	0.0136528456886923
ENSMUSG00000025153	ENSMUST00000055655,ENSMUST00000146541,ENSMUST00000155276,ENSMUST00000205905,ENSMUST00000206589,ENSMUST00000206637	Fasn	11	120696672	-0.895171497665664	7.4166402040999e-05	0.0136528456886923
ENSMUSG00000097838	ENSMUST00000181373	NA	NA	NA	0.826194278302607	7.62746610980237e-05	0.0139345716089306
ENSMUSG00000026414	ENSMUST00000027671,ENSMUST00000112085,ENSMUST00000112086,ENSMUST00000112087,ENSMUST00000178204,ENSMUST00000178854,ENSMUST00000179863,ENSMUST00000186225,ENSMUST00000188028,ENSMUST00000188098,ENSMUST00000189355,ENSMUST00000189732,ENSMUST00000189826,ENSMUST00000190451,ENSMUST00000191055	Tnnt2	1	135764092	-0.871195860359223	7.81751428719011e-05	0.0140835224529111
ENSMUSG00000073415	ENSMUST00000151136	Gm10501	17	35195875	0.849219345763223	7.82580140447888e-05	0.0140835224529111
ENSMUSG00000090115	ENSMUST00000024779,ENSMUST00000131550,ENSMUST00000145314,ENSMUST00000152724	Usp49	17	47941615	0.714776310477351	7.88991227715632e-05	0.014093721078787
ENSMUSG00000072898	ENSMUST00000101158	NA	NA	NA	-0.893625879281525	7.96374557349491e-05	0.0141210091547669
ENSMUSG00000035615	ENSMUST00000044773,ENSMUST00000107804,ENSMUST00000134280	Frmpd1	4	45184875	0.854627665148913	8.02375705786737e-05	0.0141235694489395
ENSMUSG00000039286	ENSMUST00000046157,ENSMUST00000191684,ENSMUST00000193779,ENSMUST00000195008	Fndc3b	3	27470311	-0.85931169092804	8.13332471693788e-05	0.0142126902571708
ENSMUSG00000024136	ENSMUST00000088506,ENSMUST00000119932,ENSMUST00000129401,ENSMUST00000148820,ENSMUST00000153858,ENSMUST00000154675	Dnase1l2	17	24659055	0.840756828852654	8.27338163300668e-05	0.014353424322299
ENSMUSG00000034799	ENSMUST00000030170,ENSMUST00000175780,ENSMUST00000175909,ENSMUST00000176127,ENSMUST00000176426,ENSMUST00000176777,ENSMUST00000177032,ENSMUST00000177517	Unc13a	8	72077061	-0.867798153024561	8.43213050312989e-05	0.0145243447916412
ENSMUSG00000006445	ENSMUST00000006614,ENSMUST00000131026,ENSMUST00000145523,ENSMUST00000149002	Epha2	4	141028551	0.748155814299425	8.92482669307586e-05	0.0152639855108882
ENSMUSG00000030189	ENSMUST00000032309,ENSMUST00000087865,ENSMUST00000203157,ENSMUST00000204481,ENSMUST00000205035	Ybx3	6	131341818	0.8657753490033	9.26232273802164e-05	0.0155501756344252
ENSMUSG00000039357	ENSMUST00000048016,ENSMUST00000225804	Fut11	14	20745036	0.882491502842787	9.20925023651172e-05	0.0155501756344252
ENSMUSG00000061171	ENSMUST00000112420,ENSMUST00000124918,ENSMUST00000127623,ENSMUST00000141690,ENSMUST00000145583,ENSMUST00000152324,ENSMUST00000155422,ENSMUST00000155962	Slc38a11	2	65146774	-0.794784458263085	9.28561182399846e-05	0.0155501756344252
ENSMUSG00000089617	ENSMUST00000158992	Scarna10	6	125163322	0.835177982796987	9.42021456492284e-05	0.0155594845365147
ENSMUSG00000095677	ENSMUST00000179554,ENSMUST00000232452	Dynlt1f	17	6914001	-0.880486965915074	9.35704486175944e-05	0.0155594845365147
ENSMUSG00000028633	ENSMUST00000030381,ENSMUST00000140891,ENSMUST00000147980	Ctps1	4	120397065	0.811923743993928	9.54034474817792e-05	0.0156037558209414
ENSMUSG00000102704	ENSMUST00000192063	Gm38309	2	23382943	0.888718062275356	9.57642903379363e-05	0.0156037558209414
ENSMUSG00000020778	ENSMUST00000021130,ENSMUST00000124663,ENSMUST00000135460,ENSMUST00000146066	Ten1	11	116089681	0.816694787945582	9.79255002494843e-05	0.0157431562567754
ENSMUSG00000106241	ENSMUST00000196083	Gm43143	5	25892371	0.825011056113758	9.73647630648865e-05	0.0157431562567754
ENSMUSG00000042874	ENSMUST00000057911,ENSMUST00000238724	D930007J09Rik	13	32984616	0.87826455677624	9.88677329140024e-05	0.0157893733723256
ENSMUSG00000110068	ENSMUST00000210685	Gm45294	8	92305916	-0.832791230368242	0.000102396464366486	0.016245333803933
ENSMUSG00000024764	ENSMUST00000025675,ENSMUST00000235323,ENSMUST00000236628,ENSMUST00000236769,ENSMUST00000237834	Naa40	19	7203033	-0.84963558060531	0.00010309106477211	0.0162486341632642
ENSMUSG00000032555	ENSMUST00000035164,ENSMUST00000185305,ENSMUST00000185721,ENSMUST00000185972,ENSMUST00000186897,ENSMUST00000187065,ENSMUST00000188840,ENSMUST00000189349,ENSMUST00000189631,ENSMUST00000190712	Topbp1	9	103182414	0.838714863494853	0.000105106905261727	0.0164587858466659
ENSMUSG00000029148	ENSMUST00000031034,ENSMUST00000200722,ENSMUST00000200857,ENSMUST00000201070,ENSMUST00000201259,ENSMUST00000202505,ENSMUST00000202576,ENSMUST00000202801,ENSMUST00000202842,ENSMUST00000202875,ENSMUST00000202982	Nrbp1	5	31398208	0.894183888261004	0.00010603209962781	0.0164965424679009
ENSMUSG00000029863	ENSMUST00000031895,ENSMUST00000132246,ENSMUST00000132398,ENSMUST00000139930,ENSMUST00000141669,ENSMUST00000141727,ENSMUST00000144821,ENSMUST00000152893,ENSMUST00000156829,ENSMUST00000203089	Casp2	6	42241919	-0.823578647249018	0.000108577604932598	0.0167842880958308
ENSMUSG00000029477	ENSMUST00000031437,ENSMUST00000045843,ENSMUST00000129934,ENSMUST00000132775,ENSMUST00000137490,ENSMUST00000145257	Morn3	5	123173832	0.735424962402288	0.00011136632242633	0.0171057252567576
ENSMUSG00000014158	ENSMUST00000071968,ENSMUST00000112217,ENSMUST00000112219,ENSMUST00000112222,ENSMUST00000112225,ENSMUST00000133019,ENSMUST00000141828,ENSMUST00000212469	Trpv4	5	114760213	0.843102613997811	0.000114312260036199	0.0173373594388236
ENSMUSG00000103755	ENSMUST00000192612	Gm37805	9	95289457	-0.848807627085983	0.000113745268043329	0.0173373594388236
ENSMUSG00000099021	ENSMUST00000174924	NA	NA	NA	0.878818808680867	0.000115952492307789	0.0174762147000145
ENSMUSG00000032939	ENSMUST00000079961,ENSMUST00000109547,ENSMUST00000211822,ENSMUST00000212039,ENSMUST00000212062,ENSMUST00000212167,ENSMUST00000212824,ENSMUST00000212984	Nup93	8	94941192	-0.834159611459914	0.000117568070587651	0.0176096523119329
ENSMUSG00000022044	ENSMUST00000074523,ENSMUST00000118426,ENSMUST00000120229,ENSMUST00000121955,ENSMUST00000123435,ENSMUST00000134440,ENSMUST00000136192,ENSMUST00000147477,ENSMUST00000152093	Stmn4	14	66581745	0.875005924659805	0.000121146818287894	0.0180336760679787
ENSMUSG00000025592	ENSMUST00000067219,ENSMUST00000113378,ENSMUST00000113379,ENSMUST00000113380,ENSMUST00000113382,ENSMUST00000123974,ENSMUST00000141552,ENSMUST00000146539	Dach2	X	112207207	-0.746642675294995	0.000123976437650293	0.0182127184426745
ENSMUSG00000033685	ENSMUST00000126381,ENSMUST00000126534,ENSMUST00000129324,ENSMUST00000133044,ENSMUST00000133498,ENSMUST00000138673,ENSMUST00000149808,ENSMUST00000151221,ENSMUST00000153287,ENSMUST00000207748,ENSMUST00000207890	Ucp2	7	100142544	0.848334132542321	0.000125582072213841	0.0182127184426745
ENSMUSG00000037325	ENSMUST00000040148,ENSMUST00000108155,ENSMUST00000108156,ENSMUST00000129671,ENSMUST00000142333,ENSMUST00000199136	Bbs7	3	36627291	0.800977613579843	0.000124896495680019	0.0182127184426745
ENSMUSG00000053398	ENSMUST00000065793,ENSMUST00000148488,ENSMUST00000152106,ENSMUST00000153694	Phgdh	3	98220486	-0.825325222330444	0.000125178599258289	0.0182127184426745
ENSMUSG00000064339	ENSMUST00000082390	mt-Rnr2	MT	1094	0.787698514229934	0.000126125812976431	0.0182127184426745
ENSMUSG00000103234	ENSMUST00000191652	Gm37158	Y	16691330	0.79363740045564	0.000128854414161156	0.0184959773660493
ENSMUSG00000029415	ENSMUST00000031364,ENSMUST00000201084,ENSMUST00000201143,ENSMUST00000201532,ENSMUST00000202604,ENSMUST00000202870,ENSMUST00000202903	Sdad1	5	92431869	0.874215172411154	0.000132056755642039	0.0186230915924431
ENSMUSG00000058297	ENSMUST00000121820,ENSMUST00000138976,ENSMUST00000165024	Spock2	10	59942041	0.824570834808519	0.000131829433847563	0.0186230915924431
ENSMUSG00000082895	ENSMUST00000120702	Rpsa-ps9	2	28367178	-0.84631147227538	0.000131783596601909	0.0186230915924431
ENSMUSG00000051503	ENSMUST00000051117	Ccdc121rt3	5	112501667	0.746403849790238	0.000134103412918694	0.0188017662938041
ENSMUSG00000030236	ENSMUST00000042812,ENSMUST00000160179,ENSMUST00000162675,ENSMUST00000203597	Slco1b2	6	141575244	-0.805485743687882	0.00013620913465128	0.0189866085671423
ENSMUSG00000034706	ENSMUST00000069325,ENSMUST00000092469,ENSMUST00000130692,ENSMUST00000136403,ENSMUST00000141762,ENSMUST00000144872,ENSMUST00000151053	Dnai2	11	114618234	-0.874995389479698	0.000137872295418929	0.0191079908277441
ENSMUSG00000042770	ENSMUST00000045855,ENSMUST00000204000,ENSMUST00000204730,ENSMUST00000205232	Hebp1	6	135114520	0.860943556156433	0.000139070534460477	0.0191639196486537
ENSMUSG00000027273	ENSMUST00000028727,ENSMUST00000110098,ENSMUST00000125486	Snap25	2	136555373	0.877276469946489	0.000140090528010072	0.0191947902441073
ENSMUSG00000043881	ENSMUST00000061222	Kbtbd7	14	79663951	-0.840284207457614	0.000142134554567633	0.0193110072772125
ENSMUSG00000115837	ENSMUST00000228829	9130002K18Rik	15	35787300	0.797241071954728	0.000142540298376273	0.0193110072772125
ENSMUSG00000030125	ENSMUST00000032218,ENSMUST00000112475,ENSMUST00000128697,ENSMUST00000132492,ENSMUST00000147669	Lrrc23	6	124746826	0.842263202063263	0.000143511053635736	0.019333905354334
ENSMUSG00000072875	ENSMUST00000101122	Gpr27	6	99669640	0.871893741450289	0.00014465392561864	0.0193796078682972
ENSMUSG00000016150	ENSMUST00000016294,ENSMUST00000115058,ENSMUST00000115059,ENSMUST00000125231,ENSMUST00000126161,ENSMUST00000154433	Tenm1	X	41616743	0.829221259860273	0.000146583199707214	0.0195295793422069
ENSMUSG00000026502	ENSMUST00000027783,ENSMUST00000069568,ENSMUST00000159284,ENSMUST00000161075	Desi2	1	178014983	0.810804360076466	0.000154180805404364	0.0204289567160782
ENSMUSG00000032593	ENSMUST00000085060	Amigo3	9	107930358	0.698219013778427	0.000156336930102299	0.0206014484667593
ENSMUSG00000031197	ENSMUST00000033540,ENSMUST00000114070,ENSMUST00000123419	Vbp1	X	74557905	-0.814576352227746	0.00015803144660667	0.0207115670376078
ENSMUSG00000024816	ENSMUST00000025728,ENSMUST00000133729,ENSMUST00000145026,ENSMUST00000155227	Frmd8	19	5899730	0.780617837249112	0.000159474892557812	0.0207877677515224
ENSMUSG00000016921	ENSMUST00000017065,ENSMUST00000126163,ENSMUST00000130411,ENSMUST00000193611	Srsf6	2	162773448	0.861292405601871	0.000164534879588189	0.0209269749961626
ENSMUSG00000037351	ENSMUST00000043951,ENSMUST00000159448,ENSMUST00000159675,ENSMUST00000160043,ENSMUST00000160084,ENSMUST00000162662,ENSMUST00000162684	Actr1b	1	36737195	-0.818161642873596	0.00016176893469535	0.0209269749961626
ENSMUSG00000042763	ENSMUST00000064444	Maneal	4	124749032	0.782076076456364	0.000164881826633667	0.0209269749961626
ENSMUSG00000059920	ENSMUST00000076991,ENSMUST00000162732	4930453N24Rik	16	64572114	0.809901378805421	0.000163571025816721	0.0209269749961626
ENSMUSG00000111740	ENSMUST00000213901	Gm49783	10	92553370	-0.825776670058909	0.000162337484364562	0.0209269749961626
ENSMUSG00000091906	ENSMUST00000167834,ENSMUST00000171722	1700099I09Rik	13	102896763	0.815028389682384	0.000165789473695428	0.0209320060636923
ENSMUSG00000031483	ENSMUST00000033873,ENSMUST00000209504,ENSMUST00000209520,ENSMUST00000209563,ENSMUST00000209795,ENSMUST00000209976,ENSMUST00000210445,ENSMUST00000211043,ENSMUST00000211233	Erlin2	8	27513289	0.844635822806993	0.000166718462984068	0.0209396652857333
ENSMUSG00000024211	ENSMUST00000090512,ENSMUST00000115323,ENSMUST00000115324,ENSMUST00000131897,ENSMUST00000132755,ENSMUST00000146727,ENSMUST00000202861	Grm8	6	27275118	0.723392637312385	0.000172564271473785	0.0210783904456363
ENSMUSG00000026150	ENSMUST00000073025,ENSMUST00000078332,ENSMUST00000159279,ENSMUST00000160044,ENSMUST00000160632,ENSMUST00000160744,ENSMUST00000160750,ENSMUST00000160786,ENSMUST00000160972,ENSMUST00000161572,ENSMUST00000161648,ENSMUST00000162003,ENSMUST00000162056,ENSMUST00000162573,ENSMUST00000162794,ENSMUST00000188333	Mff	1	82702611	-0.799032630816112	0.000171847851684361	0.0210783904456363
ENSMUSG00000029155	ENSMUST00000041422,ENSMUST00000071077,ENSMUST00000113548,ENSMUST00000178631	Spata18	5	73808722	-0.818143501108734	0.000170986005302456	0.0210783904456363
ENSMUSG00000039263	ENSMUST00000044415,ENSMUST00000125502,ENSMUST00000136449,ENSMUST00000153957	Npepl1	2	173952142	0.846551575666159	0.00017306743969463	0.0210783904456363
ENSMUSG00000070394	ENSMUST00000094065,ENSMUST00000128281,ENSMUST00000133967,ENSMUST00000139085,ENSMUST00000156556	Tmem256	11	69729340	0.809728118327143	0.000169481230933523	0.0210783904456363
ENSMUSG00000085193	ENSMUST00000152803	Gm13322	2	17186554	0.81856970811052	0.000172094597608745	0.0210783904456363
ENSMUSG00000021200	ENSMUST00000021617,ENSMUST00000127447,ENSMUST00000135694,ENSMUST00000149431	Asb2	12	103287401	0.838850817935457	0.000176552194489384	0.0213947546236759
ENSMUSG00000020608	ENSMUST00000020931,ENSMUST00000217906,ENSMUST00000217930,ENSMUST00000217991,ENSMUST00000218022,ENSMUST00000218319,ENSMUST00000218815,ENSMUST00000218866,ENSMUST00000218958,ENSMUST00000219041,ENSMUST00000219776,ENSMUST00000220289	Smc6	12	11315887	0.760494082705961	0.000180925808740801	0.0217065964068876
ENSMUSG00000034098	ENSMUST00000038364,ENSMUST00000159686,ENSMUST00000160261,ENSMUST00000162471,ENSMUST00000191664	Fstl5	3	75981577	0.750714710475436	0.000180325876391021	0.0217065964068876
ENSMUSG00000039783	ENSMUST00000040250,ENSMUST00000097458,ENSMUST00000137174,ENSMUST00000140474,ENSMUST00000142223,ENSMUST00000150646	Kmo	1	175447947	-0.841494671112064	0.000182845388026472	0.0217207710948688
ENSMUSG00000086188	ENSMUST00000126095,ENSMUST00000130794	Gm15169	X	156540423	-0.796812388917457	0.000182652033669236	0.0217207710948688
ENSMUSG00000032523	ENSMUST00000035110,ENSMUST00000163981,ENSMUST00000214768,ENSMUST00000215477,ENSMUST00000215910,ENSMUST00000217652	Hhatl	9	121613082	0.811583271798556	0.000183962973814103	0.0217464074192505
ENSMUSG00000037437	ENSMUST00000119720,ENSMUST00000121438,ENSMUST00000133088,ENSMUST00000140573,ENSMUST00000156719,ENSMUST00000173069,ENSMUST00000173559,ENSMUST00000174059	Adam32	8	25326156	0.820762347378715	0.00018792723983122	0.0219993465462615
ENSMUSG00000041141	ENSMUST00000038163	Pnma8a	7	16693604	-0.850812150734243	0.000187923875494409	0.0219993465462615
ENSMUSG00000052392	ENSMUST00000021652,ENSMUST00000128162,ENSMUST00000221860	Acot4	12	84085153	0.82520908340554	0.000189663453761199	0.0220953342388953
ENSMUSG00000020892	ENSMUST00000021268,ENSMUST00000139257,ENSMUST00000155324,ENSMUST00000156874,ENSMUST00000175661,ENSMUST00000176087	Aloxe3	11	69016722	0.849577287515483	0.000192828650564141	0.0222808126495286
ENSMUSG00000022332	ENSMUST00000022954,ENSMUST00000229234,ENSMUST00000229534,ENSMUST00000229683,ENSMUST00000230073,ENSMUST00000230847	Khdrbs3	15	68800269	0.835839018171912	0.000193103456095852	0.0222808126495286
ENSMUSG00000031774	ENSMUST00000034226,ENSMUST00000211833,ENSMUST00000212083,ENSMUST00000212159,ENSMUST00000212258,ENSMUST00000212262,ENSMUST00000212429,ENSMUST00000212485,ENSMUST00000212507,ENSMUST00000212547,ENSMUST00000212696,ENSMUST00000212765,ENSMUST00000212788,ENSMUST00000212791,ENSMUST00000213008,ENSMUST00000213022	Psme3ip1	8	95300766	-0.779346515572096	0.000195058051649657	0.0223991662644356
ENSMUSG00000110246	ENSMUST00000210222,ENSMUST00000211313	C130073E24Rik	8	51196326	-0.831317468622272	0.000198182730482997	0.0226501258085188
ENSMUSG00000060791	ENSMUST00000078845,ENSMUST00000108289,ENSMUST00000108292,ENSMUST00000135686,ENSMUST00000138741	Gmfg	7	28136872	-0.75113793413393	0.000200770624424001	0.0227304394741069
ENSMUSG00000107060	ENSMUST00000202448	Gm38901	6	127850526	0.836416526693361	0.000200492757965062	0.0227304394741069
ENSMUSG00000014030	ENSMUST00000014174,ENSMUST00000102932,ENSMUST00000107825,ENSMUST00000107826,ENSMUST00000107827,ENSMUST00000134968,ENSMUST00000143235,ENSMUST00000146335,ENSMUST00000165417,ENSMUST00000172866,ENSMUST00000172949,ENSMUST00000173733,ENSMUST00000173821,ENSMUST00000174242,ENSMUST00000174319,ENSMUST00000174761,ENSMUST00000186542,ENSMUST00000187197,ENSMUST00000191036,ENSMUST00000194075	Pax5	4	44524757	0.839959376728797	0.000203872635562751	0.0228669237516081
ENSMUSG00000035397	ENSMUST00000038558	Klf16	10	80402958	0.809655809031433	0.000203868677404608	0.0228669237516081
ENSMUSG00000020623	ENSMUST00000020949,ENSMUST00000100260,ENSMUST00000133920,ENSMUST00000146084,ENSMUST00000146540	Map2k6	11	110289948	0.861746928988016	0.000205048779244174	0.0228923671827465
ENSMUSG00000034055	ENSMUST00000043596,ENSMUST00000052012,ENSMUST00000113611,ENSMUST00000119229,ENSMUST00000120270,ENSMUST00000122022,ENSMUST00000142534	Phka1	X	101557581	-0.831017871568701	0.000206552716432934	0.0229540034874664
ENSMUSG00000021282	ENSMUST00000050993,ENSMUST00000166123,ENSMUST00000220803,ENSMUST00000220918,ENSMUST00000221101,ENSMUST00000221243,ENSMUST00000221292,ENSMUST00000221363,ENSMUST00000221648,ENSMUST00000221872,ENSMUST00000222234,ENSMUST00000222375,ENSMUST00000222388,ENSMUST00000222441,ENSMUST00000222757,ENSMUST00000223135,ENSMUST00000223437	Eif5	12	111504450	0.848716474334678	0.000212345115776227	0.0234894608575399
ENSMUSG00000006204	ENSMUST00000050586,ENSMUST00000128522,ENSMUST00000208921	Cdcp3	7	130776131	0.848255453397454	0.000220644255591358	0.0240943703033982
ENSMUSG00000039840	ENSMUST00000044622,ENSMUST00000235433,ENSMUST00000237997	Epg5	18	77981680	0.779510204993759	0.000221308091975306	0.0240943703033982
ENSMUSG00000050708	ENSMUST00000094434,ENSMUST00000210106,ENSMUST00000210375,ENSMUST00000210864,ENSMUST00000211500,ENSMUST00000211694	Ftl1	7	45107368	-0.843768455426832	0.000221810085314302	0.0240943703033982
ENSMUSG00000108477	ENSMUST00000205812	Gm44878	7	4661653	0.809054699632727	0.000221638614603052	0.0240943703033982
ENSMUSG00000058979	ENSMUST00000075303,ENSMUST00000125666,ENSMUST00000141029,ENSMUST00000204390	Hdhd5	6	120486455	-0.832378723009923	0.000228310518105519	0.0246892741888547
ENSMUSG00000003541	ENSMUST00000003635	Ier3	17	36132576	0.835295160848742	0.00023075905603665	0.0248426546264455
ENSMUSG00000051671	ENSMUST00000059093,ENSMUST00000211868	Coa6	8	127149254	-0.806932075851998	0.00023736259076131	0.0254399950053733
ENSMUSG00000029512	ENSMUST00000031490,ENSMUST00000196094,ENSMUST00000196440,ENSMUST00000196883,ENSMUST00000197768,ENSMUST00000198470,ENSMUST00000198561,ENSMUST00000199568,ENSMUST00000199717,ENSMUST00000200099,ENSMUST00000200299	Ulk1	5	110932354	-0.785670623509925	0.000242739593622112	0.025901173894678
ENSMUSG00000066760	ENSMUST00000071399,ENSMUST00000118367,ENSMUST00000131153,ENSMUST00000152671	Psg16	7	16807965	-0.749849881264346	0.000245163674393873	0.0260445903436487
ENSMUSG00000015850	ENSMUST00000015994,ENSMUST00000117782,ENSMUST00000124410,ENSMUST00000148854,ENSMUST00000151054	Adamtsl4	3	95583511	-0.837963460505719	0.000253452944757472	0.0264281724269457
ENSMUSG00000024807	ENSMUST00000025723,ENSMUST00000129081,ENSMUST00000134667,ENSMUST00000138532,ENSMUST00000142101,ENSMUST00000144328,ENSMUST00000156550,ENSMUST00000235478	Syvn1	19	6096606	-0.768555501538566	0.000251390912022337	0.0264281724269457
ENSMUSG00000063884	ENSMUST00000082094,ENSMUST00000205269,ENSMUST00000205293,ENSMUST00000205420,ENSMUST00000205556,ENSMUST00000205691,ENSMUST00000205761,ENSMUST00000206284,ENSMUST00000206631,ENSMUST00000206762,ENSMUST00000206879	Ptcd3	6	71857622	0.821316704744861	0.000254254032886228	0.0264281724269457
ENSMUSG00000079017	ENSMUST00000055071	Ifi27l2a	12	103408426	0.851776927591861	0.000250553001992337	0.0264281724269457
ENSMUSG00000105456	ENSMUST00000198085	Gm43745	3	107793282	-0.813410207767696	0.000252172257656055	0.0264281724269457
ENSMUSG00000052026	ENSMUST00000025520,ENSMUST00000236893	Slc6a7	18	61128452	0.833621506363711	0.000263735133354454	0.0272960203469642
ENSMUSG00000025470	ENSMUST00000168194,ENSMUST00000210089,ENSMUST00000210419,ENSMUST00000210882,ENSMUST00000210936,ENSMUST00000211789	Zfp511	7	139616304	0.832399698976229	0.000271407660351305	0.0277800682396476
ENSMUSG00000026455	ENSMUST00000027725,ENSMUST00000112232,ENSMUST00000116528,ENSMUST00000133721,ENSMUST00000141458,ENSMUST00000189981	Klhl12	1	134383269	-0.794678933107402	0.000269666653832031	0.0277800682396476
ENSMUSG00000031698	ENSMUST00000034133,ENSMUST00000121972,ENSMUST00000122452,ENSMUST00000137290,ENSMUST00000138825	Mylk3	8	86050932	0.787815636575955	0.000272157461383116	0.0277800682396476
ENSMUSG00000057835	ENSMUST00000079642	Zfp119a	17	56171892	-0.824292047350454	0.000274171936182299	0.0277800682396476
ENSMUSG00000079055	ENSMUST00000064594,ENSMUST00000085238,ENSMUST00000182208,ENSMUST00000182366,ENSMUST00000183102	Slc8a3	12	81244689	-0.812882475964608	0.000273854386006865	0.0277800682396476
ENSMUSG00000079605	ENSMUST00000120016,ENSMUST00000237633	Zbtb9	17	27192141	-0.83127990561107	0.00027753652385786	0.0280033191331895
ENSMUSG00000036241	ENSMUST00000040008,ENSMUST00000123642,ENSMUST00000129874	Ube2r2	4	41135743	0.763850139077241	0.000279062567757458	0.0280399742561296
ENSMUSG00000022848	ENSMUST00000023554,ENSMUST00000149892	Slc49a4	16	35514432	0.771555809546755	0.00028186339228288	0.0280873376235606
ENSMUSG00000028969	ENSMUST00000030814,ENSMUST00000197619,ENSMUST00000198990	Cdk5	5	24623239	-0.791043391153001	0.000281451011973509	0.0280873376235606
ENSMUSG00000026739	ENSMUST00000028071,ENSMUST00000051929,ENSMUST00000132014,ENSMUST00000134734,ENSMUST00000147365,ENSMUST00000150834,ENSMUST00000156284	Bmi1	2	18681829	0.812971481066706	0.000286196525817962	0.0281699151840823
ENSMUSG00000027932	ENSMUST00000029541,ENSMUST00000127064,ENSMUST00000132041,ENSMUST00000144572,ENSMUST00000153978	Slc27a3	3	90292546	0.793178210517422	0.000286006169536484	0.0281699151840823
ENSMUSG00000029781	ENSMUST00000031795,ENSMUST00000147159	Fkbp9	6	56809044	-0.760945303118578	0.000284306773167855	0.0281699151840823
ENSMUSG00000057605	ENSMUST00000077435	Gm6807	19	45438747	0.766928048110963	0.000288209254868833	0.0282527080535037
ENSMUSG00000020612	ENSMUST00000049527,ENSMUST00000106676,ENSMUST00000106677,ENSMUST00000123354,ENSMUST00000155532	Prkar1a	11	109540231	0.809311859735374	0.000300044509258226	0.0283747974147535
ENSMUSG00000021196	ENSMUST00000021614,ENSMUST00000131648,ENSMUST00000133041,ENSMUST00000135761,ENSMUST00000136585,ENSMUST00000137327,ENSMUST00000138703,ENSMUST00000142372,ENSMUST00000142972,ENSMUST00000144053,ENSMUST00000148999,ENSMUST00000151894,ENSMUST00000154100	Pfkp	13	6629804	0.786526950822796	0.000299269711877047	0.0283747974147535
ENSMUSG00000022296	ENSMUST00000163313,ENSMUST00000226440	Baalc	15	38740784	-0.79074970179838	0.00029317795968602	0.0283747974147535
ENSMUSG00000027247	ENSMUST00000090614,ENSMUST00000111329,ENSMUST00000111330,ENSMUST00000111331,ENSMUST00000123702,ENSMUST00000139314,ENSMUST00000141012,ENSMUST00000149426,ENSMUST00000154468	Arhgap1	2	91480205	0.749919300869834	0.000297213500819778	0.0283747974147535
ENSMUSG00000050106	ENSMUST00000050874,ENSMUST00000106334,ENSMUST00000117781,ENSMUST00000119455,ENSMUST00000127080,ENSMUST00000156458	Tmc8	11	117672902	-0.806371291790465	0.000290773870165961	0.0283747974147535
ENSMUSG00000052188	ENSMUST00000137184,ENSMUST00000149574	Gm14964	19	6580741	0.802626113574274	0.000296264650785349	0.0283747974147535
ENSMUSG00000053461	ENSMUST00000065900,ENSMUST00000192527,ENSMUST00000193862,ENSMUST00000195809	Hhipl2	1	183199147	0.796926237338923	0.000293837568480036	0.0283747974147535
ENSMUSG00000111938	ENSMUST00000218374	2900045O20Rik	12	4559317	-0.811428536954359	0.000297816015715075	0.0283747974147535
ENSMUSG00000113328	ENSMUST00000221358	Gm47260	12	103378751	-0.820494409464095	0.000296984441181498	0.0283747974147535
ENSMUSG00000005034	ENSMUST00000005164,ENSMUST00000102515,ENSMUST00000106137,ENSMUST00000106138,ENSMUST00000144369,ENSMUST00000196344,ENSMUST00000197616,ENSMUST00000199722	Prkacb	3	146435329	-0.815928797981051	0.00030393219507482	0.0286301753290207
ENSMUSG00000031767	ENSMUST00000066514,ENSMUST00000073521,ENSMUST00000109109,ENSMUST00000134593,ENSMUST00000147605	Nudt7	8	114860297	0.716609700970251	0.000307323501349198	0.0288298464613894
ENSMUSG00000078636	ENSMUST00000107041	Gm7336	7	51396395	0.739934118174875	0.000308442893926538	0.0288298464613894
ENSMUSG00000030433	ENSMUST00000032598,ENSMUST00000182214,ENSMUST00000182837,ENSMUST00000183170,ENSMUST00000208109	Sbk2	7	4943511	0.720624647114012	0.000315597671570021	0.0292493207111436
ENSMUSG00000040219	ENSMUST00000055096,ENSMUST00000146666	Ttc12	9	49348263	-0.79852247299609	0.000314295284798837	0.0292493207111436
ENSMUSG00000097284	ENSMUST00000180465,ENSMUST00000181430	NA	NA	NA	0.759979425159348	0.000316569467369209	0.0292493207111436
ENSMUSG00000024792	ENSMUST00000025707,ENSMUST00000159859,ENSMUST00000160131,ENSMUST00000160357,ENSMUST00000160444,ENSMUST00000160448,ENSMUST00000160712,ENSMUST00000160977,ENSMUST00000161548,ENSMUST00000237738	Zfpl1	19	6130792	0.804231306894288	0.000320029990836102	0.029397581596731
