ensembl_gene_id,external_gene_name,entrezgene_id,chromosome_name,start_position,end_position,WT/WT_mean_expression,WT/FC_mean_expression,FC/FC_mean_expression,WT/VS_mean_expression,VS/VS_mean_expression,Agora_target,Cluster_ID
ENSMUSG00000025092,Hspa12a,73442,19,58784182,58932086,-0.00362761682695565,0.911083051186269,0.435188721824493,-0.605944559999227,-0.658055295965528,no,2
ENSMUSG00000025130,P4hb,18453,11,120451124,120464079,0.178332939569415,-0.815230897947187,-0.302660176782683,0.781042781446622,-0.0431702591256972,no,1
ENSMUSG00000025132,Arhgdia,192662,11,120468930,120472450,-0.203818149485927,-0.731473646988916,-0.389837173613003,1.06054085062262,0.356495594330646,no,1
ENSMUSG00000025135,Anapc11,66156,11,120489247,120499024,-0.0283679970844846,-0.25320965913852,-0.644489884611395,0.908681044279611,0.0175616894398562,no,1
ENSMUSG00000025137,Pcyt2,68671,11,120500913,120508762,-0.0548493227820142,-0.791095666087178,-0.467567675295231,0.78411479273917,0.504610224671241,no,1
ENSMUSG00000025138,Sirt7,209011,11,120509198,120516066,-0.0478322034855756,-0.697668147383755,-0.453176179288032,0.588525747248848,0.587885923240858,no,1
ENSMUSG00000025153,Fasn,14104,11,120696672,120715373,0.015025056028591,0.689168579321769,0.330870605802269,-0.228979196302107,-0.759923121928616,no,2
ENSMUSG00000025156,Gps1,209318,11,120675098,120679928,-0.219513457982999,-0.522511814431186,-0.515525218512482,0.807120608201377,0.571522325010167,no,1
ENSMUSG00000025157,Zdhhc16,74168,19,41921919,41932543,-0.173145209584092,-0.28254991282785,-0.566413602932515,0.268943244677022,0.859478561786485,no,1
ENSMUSG00000025158,Rfng,19719,11,120671572,120675033,-0.148178149610057,-0.726982528904496,-0.168170684771657,0.708879081413465,0.385004016671687,no,1
ENSMUSG00000025192,Entpd7,93685,19,43678111,43722136,0.12671762371393,1.00351484311272,0.329137644330186,-0.796101472342949,-0.674680619673276,no,2
ENSMUSG00000025203,Scd2,20250,19,44282113,44295303,0.157642392555528,0.624700348631282,0.148564183899712,-0.164952784160931,-0.832127572956243,no,2
ENSMUSG00000025204,Ndufb8,67264,19,44537011,44543879,-0.132938144809425,-0.666652961102063,-0.388378672850338,0.803766953307961,0.428352020635687,no,1
ENSMUSG00000025217,Btrc,12234,19,45352173,45518452,0.0240312854112353,0.737401555745117,0.419759012074371,-0.456093078377537,-0.681672109266169,no,2
ENSMUSG00000025220,Oga,76055,19,45738698,45772276,-0.00520683722267137,0.646018432938899,0.619675936684707,-0.56964124714776,-0.633106287924558,no,2
ENSMUSG00000025223,Ldb1,16825,19,46020009,46033653,0.0556508476276373,-0.76545790097091,-0.413510633305313,0.49474299016567,0.523048402347904,no,1
ENSMUSG00000025224,Gbf1,107338,19,46140948,46274949,0.130252793719733,0.703370074641815,0.410602491264151,-0.576994858257553,-0.706305923770966,no,2
ENSMUSG00000025226,Fbxl15,68431,19,46316623,46318885,0.0477635549404813,-0.853557186619226,-0.259867240660376,0.596134748300874,0.362573692281313,no,1
ENSMUSG00000025227,Mfsd13a,75146,19,46329560,46363691,-0.201218937837573,-0.554790415059729,-0.295324382383726,0.673741103845343,0.482274300225621,no,1
ENSMUSG00000025228,Actr1a,54130,19,46365250,46384187,-0.202742336989827,-0.485753582180461,-0.261861993163039,0.947347062532577,0.11458813736139,no,1
ENSMUSG00000025235,Bbs4,102774,9,59229273,59260791,-0.30791858185855,-0.160205108627278,-0.269652513661294,0.72923383026064,0.22613088456126,no,1
ENSMUSG00000025237,Parp6,67287,9,59524567,59557568,-0.153954869042424,-0.312457927712603,-0.376856589976355,0.322959269732988,0.609738108137757,no,1
ENSMUSG00000025241,Fyco1,17281,9,123618565,123680964,0.231740496118648,0.540534670710187,0.201039094924798,-0.879590330929147,-0.222484747021066,no,2
ENSMUSG00000025255,Zfhx4,80892,3,5283586,5480917,0.163649542691476,0.631938793621521,0.122687057257532,-0.40271708376262,-0.585633900691409,no,2
ENSMUSG00000025261,Huwe1,59026,X,150583803,150718413,0.144257283637512,0.819327984865053,0.428572695718357,-0.905580482206117,-0.526493112670862,no,2
ENSMUSG00000025262,Fam120c,207375,X,150127171,150254838,0.14772175835549,0.68715822946415,0.439423899770958,-0.551499772331162,-0.776332248237366,no,2
ENSMUSG00000025264,Tsr2,69499,X,149870090,149879539,-0.00393419837737496,-0.459116111017097,-0.349498869845001,0.807632451628084,-0.0303922995239801,no,1
ENSMUSG00000025266,Gnl3l,237107,X,149766137,149800318,0.0995958166542357,0.646102405748064,0.250629451695625,-0.459616627579719,-0.557566041863369,no,2
ENSMUSG00000025268,Maged2,80884,X,149589366,149597341,-0.134330820131165,0.212614097860288,-0.527374900356934,0.831893805003785,-0.2643362257892,no,1
ENSMUSG00000025270,Alas2,11656,X,149330371,149353634,-0.0483960343318422,0.889476476439865,0.414019551084955,-0.724786868816727,-0.41989305892406,no,2
ENSMUSG00000025272,Tro,56191,X,149428300,149440579,0.101059634002543,0.862644665916557,0.216121334115289,-0.618865417281051,-0.564867886762174,no,2
ENSMUSG00000025283,Sat1,20229,X,153996128,153999445,-0.0830021365301114,-0.410019426166528,-0.460839176736614,0.648950787576905,0.332993268740161,no,1
ENSMUSG00000025290,Rps24,20088,14,24537193,24547027,-0.123025552210682,-0.389346325452633,-0.495464315509477,0.536749229153016,0.530910601056745,no,1
ENSMUSG00000025314,Ptprj,19271,2,90260098,90410991,0.0891520171287175,0.595198844557715,0.464120372485357,-0.744513140093208,-0.421222203211915,no,2
ENSMUSG00000025321,Itgb8,320910,12,119121757,119202537,0.0714698338374999,0.729267685941405,0.311511821213235,-0.342631644698944,-0.762447764509496,no,2
ENSMUSG00000025323,Sp4,20688,12,118198668,118265175,0.018584371900763,0.444865533116863,0.541827953618763,-0.442890432698382,-0.539253577103795,no,2
ENSMUSG00000025332,Kdm5c,20591,X,151016016,151057531,0.190531089783684,0.311280537567624,0.231376352349439,-0.294383355448168,-0.555762896793027,no,2
ENSMUSG00000025337,Sbds,66711,5,130274572,130284371,-0.236674550334221,-0.840492065754971,-0.264677227895841,0.762662065291496,0.686646685964579,no,1
ENSMUSG00000025351,Cd63,12512,10,128736858,128748691,0.1051265333061,-0.511986496845966,-0.626635914313423,0.458105644975529,0.453879791494459,no,1
ENSMUSG00000025354,Dnajc14,74330,10,128639931,128655315,-0.239102677995669,-0.32318896549689,-0.218056238909733,0.648310697474364,0.284431779632928,no,1
ENSMUSG00000025362,Rps26,27370,10,128460403,128462616,-0.136263017766118,-0.228353896730376,-0.515001028083506,0.319125537772233,0.643660176738125,no,1
ENSMUSG00000025364,Pa2g4,18813,10,128393635,128401856,0.0661054719279064,-0.62083577198222,-0.68416952858143,0.551390686264455,0.586193724093187,no,1
ENSMUSG00000025374,Nabp2,69917,10,128237264,128247361,-0.0828528725487171,-0.576897736544415,-0.440712401855855,0.666774081395144,0.447753772586668,no,1
ENSMUSG00000025381,Cnpy2,56530,10,128158328,128163422,-0.135475494546086,-0.205004326837193,-0.590403085716808,0.29911956098268,0.71628627312381,no,1
ENSMUSG00000025393,Atp5f1b,11947,10,127919142,127926260,-0.0473778293849274,-0.662187476545228,-0.273734445031982,0.74330902516975,0.220341808118827,no,1
ENSMUSG00000025408,Ddit3,13198,10,127126643,127132157,-0.0853412019339061,-0.438990765056345,-0.607303141131525,0.636281596729008,0.522776849088336,no,1
ENSMUSG00000025409,Mbd6,110962,10,127117825,127124887,0.080969767335929,-0.755184771141593,-0.394188642871054,0.480200387265571,0.464543869647404,no,1
ENSMUSG00000025413,Ttc4,72354,4,106519453,106536141,-0.076967745054528,-0.640567919657636,-0.328004210370772,0.601928509551871,0.447956514350505,no,1
ENSMUSG00000025437,Usp33,170822,3,152052115,152099254,-0.0728657809223732,0.76579288779449,0.423444271165051,-0.43732564108863,-0.560580327273889,no,2
ENSMUSG00000025439,Clns1a,12729,7,97345841,97370003,-0.146448473428359,-0.495846924654583,-0.430576567288298,0.868068229908895,0.27331951347921,no,1
ENSMUSG00000025468,Caly,68566,7,139649793,139662461,-0.3143930625099,-0.499344925748535,-0.383952176944273,0.767446198754463,0.624426686184959,no,1
ENSMUSG00000025484,Bet1l,54399,7,140433307,140437490,-0.351152671105803,-0.389862101491048,-0.280447339420616,0.771858798999795,0.480479307889384,no,1
ENSMUSG00000025487,Psmd13,23997,7,140461881,140478556,-0.0724992038841809,-0.604569280761749,-0.68052751425022,0.8570338426585,0.504555785754169,no,1
ENSMUSG00000025499,Hras,15461,7,140769018,140773918,-0.263245682469571,-0.23410857007418,-0.487545626668336,0.566370100861732,0.596454992696399,no,1
ENSMUSG00000025503,Taldo1,21351,7,140972112,140982881,-0.0594647034858491,-1.05977943562688,-0.196375659710713,0.882584949045412,0.389318424423469,no,1
ENSMUSG00000025508,Rplp2,67186,7,141027283,141031498,-0.164438775470225,-0.395042345757734,-0.607867723399934,0.692084228865388,0.565673501885303,no,1
ENSMUSG00000025545,Clybl,69634,14,122419116,122639646,-0.0697120947931199,-0.532901263676034,-0.403769848615737,0.636451078077372,0.377807761462721,no,1
ENSMUSG00000025551,Fgf14,14169,14,124215319,124914539,0.0612258232029379,0.717661924351132,0.573535467393263,-0.696837423463661,-0.64169999852344,yes,2
ENSMUSG00000025571,Tnrc6c,217351,11,117545115,117654265,0.16540203123421,0.393096229695939,0.457397834079188,-0.838944249288102,-0.268245350005642,no,2
ENSMUSG00000025576,Rbfox3,52897,11,118380588,118802423,-0.0323950615772648,-0.791907439660793,-0.119532069642599,0.274275302253203,0.627863278172034,no,1
ENSMUSG00000025580,Eif4a3,192170,11,119179189,119190915,-0.0874931942171859,-0.224315409894225,-0.535147982985419,0.302997652324512,0.590885879610691,no,1
ENSMUSG00000025583,Rptor,74370,11,119493731,119790402,0.146054948397096,0.286682597158445,0.619866950073895,-0.372697649413626,-0.765557841083993,no,2
ENSMUSG00000025597,Klhl4,237010,X,113384030,113470526,0.0238973988880422,0.924711505723567,-0.0840921000121393,0.0725537910432593,-0.877934352665155,no,2
ENSMUSG00000025607,Copg2,54160,6,30747553,30873729,0.119967401595865,0.683402151408022,0.269815771303529,-0.357285538140632,-0.748925158079713,no,2
ENSMUSG00000025609,Mkln1,27418,6,31375670,31493746,0.153062229253802,0.550216253051966,0.485054039104797,-0.737404758189136,-0.519873080740781,no,2
ENSMUSG00000025612,Bach1,12013,16,87495833,87530234,0.194838128986846,0.64410056475855,0.201425835650456,-0.650853986809642,-0.48196409226314,no,2
ENSMUSG00000025613,Cct8,12469,16,87280214,87292761,-0.107033626897454,-0.472061087697818,-0.324906095333083,0.808071764026231,0.136865842100067,no,1
ENSMUSG00000025630,Hprt1,15452,X,52077014,52110536,-0.0571480425102793,-0.583808133919049,-0.309799170645837,0.616452380750619,0.328513320380604,no,1
ENSMUSG00000025651,Uqcrc1,22273,9,108765701,108778691,-0.157766648402976,-0.649411768474255,-0.34308819628807,0.997638021523793,0.216835930570779,yes,1
ENSMUSG00000025658,Cnksr2,245684,X,156604432,156826290,-0.0550693125639791,0.701873819773344,0.612249841526488,-0.79189847717584,-0.367364402155822,yes,2
ENSMUSG00000025730,Rab40c,224624,17,26101088,26138701,0.0773135452108499,-0.709891520274281,-0.563727737239176,0.510706000527777,0.568456926177091,no,1
ENSMUSG00000025731,Mettl26,68347,17,26094048,26096143,-0.13233096234901,0.00177012261965835,-0.811216973551193,0.42931953372634,0.611854011534221,no,1
ENSMUSG00000025732,Mcrip2,68241,17,26082672,26087738,-0.0366403886779159,-0.748603630794034,-0.346557854459668,0.718578167047939,0.378320362492676,no,1
ENSMUSG00000025733,Rhot2,214952,17,26057431,26063825,-0.173003529929273,-0.697558274251205,-0.328707417240779,0.951649574198241,0.319242438482445,no,1
ENSMUSG00000025735,Rhbdl1,214951,17,26053439,26056269,-0.0749945362582738,-0.740963889743892,-0.327854865204236,0.689210734214946,0.449101468373053,no,1
ENSMUSG00000025757,Hspa4l,18415,3,40699814,40750538,0.0408708489554302,0.642381608493099,0.580650997697396,-0.491991662000403,-0.749033129154412,no,2
ENSMUSG00000025777,Gdap1,14545,1,17215586,17234495,0.0373863605416293,0.59805621332375,0.551523314622725,-0.566564273794018,-0.598603367323267,yes,2
ENSMUSG00000025781,Atp5f1c,11949,2,10060827,10085321,-0.0703418666270142,-0.677502044363353,-0.60565449922538,0.920170115424149,0.429626191064976,no,1
ENSMUSG00000025782,Taf3,209361,2,9919363,10053407,0.0279272865398509,-0.779700124485285,-0.142325511473679,0.124537517346034,0.683640356794405,no,1
ENSMUSG00000025794,Rpl14,67115,9,120400510,120403720,-0.149209372066625,-0.497237867503829,-0.620689914114573,0.722107615624374,0.615500078151942,no,1
ENSMUSG00000025810,Nrp1,18186,8,129085085,129229844,0.133037545050972,0.749772360562869,-0.0932169806226731,-0.524867465078826,-0.302022588653686,no,2
ENSMUSG00000025825,Iscu,66383,5,113910809,113916349,-0.0720312719848274,-0.459389286415468,-0.369592398921899,0.796546757052657,0.12020721372348,no,1
ENSMUSG00000025856,Pdgfa,18590,5,138961769,138983125,-0.243111091799459,-0.358217175483058,-0.537815599715216,0.760414556903763,0.531211197653276,no,1
ENSMUSG00000025858,Get4,67604,5,139238079,139255806,-0.29040531279995,-0.593958394564258,-0.441597033729092,0.948024003284593,0.546244189528284,no,1
ENSMUSG00000025860,Xiap,11798,X,41148556,41198533,0.108493485914198,0.577368324177067,0.388809114396861,-0.578819552270742,-0.529107459638294,no,2
ENSMUSG00000025868,Higd2a,67044,13,54738020,54738971,-0.174131792479034,-0.43961963270755,-0.39774094341728,0.668737417622776,0.436718825948113,no,1
ENSMUSG00000025869,Nop16,28126,13,54731998,54737903,-0.245914864913466,-0.292944042352535,-0.462929793518465,0.711989372980358,0.449823472959801,no,1
ENSMUSG00000025872,Thoc3,73666,13,54606650,54616662,0.0165285515343921,-0.354001427123738,-0.657798185295259,0.600708911711052,0.352665616595959,no,1
ENSMUSG00000025899,Alkbh8,67667,9,3335140,3391154,0.0953419599853876,0.840096215693856,0.452446760871562,-0.671539768939647,-0.717843619625736,no,2
ENSMUSG00000025907,Rb1cc1,12421,1,6276421,6346872,-0.0536777525673102,0.661987417366798,0.548135253284789,-0.53857704157809,-0.522443943966699,no,2
ENSMUSG00000025912,Mybl1,17864,1,9737640,9770434,0.194584239213543,0.0210255504035934,0.552212302520895,0.00865338020167442,-0.920661522549647,no,2
ENSMUSG00000025917,Cops5,26754,1,10094826,10108393,-0.278125291902445,0.0215518811621993,-0.563780971971043,0.559238597485648,0.471505744249499,no,1
ENSMUSG00000025949,Pikfyve,18711,1,65225842,65317854,-0.0300338934516717,0.662902658922753,0.696765332247997,-0.719567914170176,-0.532298875216602,no,2
ENSMUSG00000025961,4933402D24Rik,74426,1,63794066,63808426,0.295024316206256,0.308488260757304,0.221741812943265,-0.274611800590086,-0.746203471408351,no,2
ENSMUSG00000025964,Adam23,23792,1,63485050,63635435,0.152893456390501,0.614625508993564,0.462288050200649,-0.524151054170882,-0.769107261290475,no,2
ENSMUSG00000025967,Eef1b2,55949,1,63215984,63219645,-0.0862680291296912,-0.265994450631863,-0.530274328656782,0.380086392821009,0.544985233225221,no,1
ENSMUSG00000025969,Nrp2,18187,1,62742444,62857854,-0.0617155611441795,0.851411187547755,0.17323035220047,-0.589971574475629,-0.255716800974738,no,2
ENSMUSG00000025986,Slc39a10,227059,1,46846704,46932012,-0.0779560606465008,0.785185878926459,0.512382097206231,-0.566063875828574,-0.529648837595432,no,2
ENSMUSG00000025997,Ikzf2,22779,1,69570373,69726404,0.208414149460246,0.0175106077089048,0.531723380055347,-0.597877312931174,-0.314622219079495,no,2
ENSMUSG00000026014,Raph1,77300,1,60521451,60606263,0.0143206995806858,0.770978544725384,0.388303789882765,-0.804367037332199,-0.315728309481692,no,2
ENSMUSG00000026021,Sumo1,22218,1,59625717,59709993,-0.158222247766418,-0.276276643748933,-0.33443166990566,0.419857372462324,0.444716821137789,no,1
ENSMUSG00000026032,Ndufb3,66495,1,58625543,58635123,-0.0949499399218061,-0.489563402569326,-0.468708660861669,0.475092205383072,0.608545302696924,no,1
ENSMUSG00000026068,Il18rap,16174,1,40554522,40590865,-0.387356752558248,0.437560416576408,0.872166289354792,-0.255052963794723,-0.340336057111371,no,2
ENSMUSG00000026078,Pdcl3,68833,1,39024689,39036319,-0.010450965767722,-0.716698901870912,-0.291576235135297,0.79800982274825,0.16882959586221,no,1
ENSMUSG00000026087,Mrpl30,107734,1,37929558,37937616,-0.0265897040910491,-0.525876176565462,-0.466615865023439,0.722816016513313,0.272384992521109,yes,1
ENSMUSG00000026103,Gls,14660,1,52202607,52272391,0.0123936898650279,0.505894934326902,0.647259665166526,-0.683373974799139,-0.449311670764175,no,2
ENSMUSG00000026110,Mgat4a,269181,1,37478421,37580097,0.0994314873522801,0.697509029377779,0.465000934998707,-0.587766414662936,-0.690622900131674,no,2
ENSMUSG00000026112,Coa5,76178,1,37456165,37469184,-0.125279938785885,0.8614054214606,0.354957239345976,-0.460710000393415,-0.46462898241628,no,2
ENSMUSG00000026113,Inpp4a,269180,1,37338946,37449817,0.101678825092531,0.652921536501094,0.604653347568539,-0.710374188652033,-0.670728511287849,no,2
ENSMUSG00000026116,Tmem131,56030,1,36831272,36982747,-0.0256055984845306,0.936280674941007,0.424203453098545,-0.897180924284278,-0.34047001682895,no,2
ENSMUSG00000026123,Plekhb2,226971,1,34889057,34918661,0.0230358665004804,0.253804396179512,0.434944094434036,0.102734208962721,-0.810645099603806,no,2
ENSMUSG00000026131,Dst,13518,1,33947306,34347742,0.195759507115738,0.533706032685623,0.529009410864503,-0.669445963035566,-0.691373115243344,no,2
ENSMUSG00000026135,Zfp142,77264,1,74604286,74627405,0.00406538852215588,0.895273703881008,0.422851596258063,-0.864444187951601,-0.386189400111123,no,2
ENSMUSG00000026141,Col19a1,12823,1,24300971,24626553,0.0156540474093126,0.477101438026842,0.486854062328885,-0.748379048444094,-0.203212581709048,no,2
ENSMUSG00000026153,Fam135a,68187,1,24050174,24139422,0.277112582006972,-0.114784898733046,0.504567583863809,-0.281136293391268,-0.603158818479508,no,2
ENSMUSG00000026154,Sdhaf4,68002,1,24035020,24044737,0.111947499409614,-0.275272876543431,-0.843081516932732,0.427603119252675,0.471903743877976,no,1
ENSMUSG00000026159,Agfg1,15463,1,82817204,82878903,-0.0552556166966614,0.857009963586496,0.458798349545647,-0.564928729873345,-0.582764757074319,no,2
ENSMUSG00000026163,Sphkap,77629,1,83231860,83385921,0.0323414084953294,0.331196129044317,0.781160398045837,-0.440870600172715,-0.700483714363883,no,2
ENSMUSG00000026171,Rnf25,57751,1,74632907,74640556,-0.102201278351252,-0.3361323462058,-0.399874918090663,0.351865899713901,0.534982572846746,no,1
ENSMUSG00000026172,Bcs1l,66821,1,74627448,74631602,-0.269079171512613,-0.386843613332009,-0.29668673296417,0.492323402967763,0.629858525697841,no,1
ENSMUSG00000026176,Ctdsp1,227292,1,74430668,74436444,0.0990548801674934,-0.700216787357311,-0.551611313519954,0.968138806305841,0.0519918553320733,no,1
ENSMUSG00000026181,Ppm1f,68606,16,16714333,16745228,0.313685365248609,0.600471973116614,-0.129582053848333,-0.222782766289234,-0.747017211070843,no,2
ENSMUSG00000026201,Stk16,20872,1,75187482,75192250,-0.255774021262115,-0.427720877747248,-0.568613478508889,0.733048452289895,0.675247034696006,no,1
ENSMUSG00000026213,Stk11ip,71728,1,75498173,75513979,-0.209162088796113,-0.547200178725743,0.0334026988471469,0.130512196466737,0.703718923911039,no,1
ENSMUSG00000026219,Trip12,14897,1,84698910,84818237,0.061637570344006,0.762439504756454,0.570065758952615,-0.748288015966447,-0.628546370448253,no,2
ENSMUSG00000026238,Ptma,19231,1,86454448,86458434,-0.0915391272931238,-0.873440674130413,-0.492283590184105,0.983357824467808,0.469773189765391,no,1
ENSMUSG00000026239,Pde6d,18582,1,86470716,86510351,-0.163182156455125,-0.761355186833976,-0.234675581502812,0.823621488465671,0.394531788098055,no,1
ENSMUSG00000026260,Ndufa10,67273,1,92366732,92401582,-0.0594548070573863,-0.746113545375584,-0.298396961320627,0.694635837678096,0.391744452587286,yes,1
ENSMUSG00000026269,Rnpepl1,108657,1,92838505,92852106,-0.166583795679564,-0.293457103572664,-0.574900871149288,0.586072752623036,0.549352105907061,no,1
ENSMUSG00000026273,Mterf4,69821,1,93226933,93233637,-0.0833679627455345,-0.58627249395975,-0.101218009878227,-0.0294367421861372,0.813965139665531,no,1
ENSMUSG00000026281,Dtymk,21915,1,93720298,93729656,0.0639594907063585,-0.749838752177329,-0.195507595716419,0.505127567173313,0.265803109302877,no,1
ENSMUSG00000026283,Ing5,66262,1,93731687,93749823,0.151286604478765,0.739445471946843,0.21037833528388,-0.468123746821278,-0.684831162252046,no,2
ENSMUSG00000026309,Ilkap,67444,1,91301583,91326537,-0.0176038719983883,-0.417037885593256,-0.52529448228585,0.298039592637535,0.640346394106004,no,1
ENSMUSG00000026312,Cdh7,241201,1,109910161,110067887,0.257851343367392,0.24478874150743,0.580256319322571,-0.587808932713618,-0.668076917217014,no,2
ENSMUSG00000026319,Relch,227446,1,105591586,105682916,-0.0284038719221559,0.697146006853395,0.455518769459492,-0.269180149160791,-0.775682350717181,no,2
ENSMUSG00000026347,Tmem163,72160,1,127414283,127607285,0.155282963109327,-0.74190775811725,-0.562221151931739,0.48333341890054,0.487224659197295,no,1
ENSMUSG00000026353,Ubxn4,67812,1,128171701,128207115,-0.126079369290629,-0.514500287394883,-0.430572588247388,0.671362580547385,0.451474167403889,no,1
ENSMUSG00000026361,Cdc73,214498,1,143474538,143578631,0.00384567840160733,0.568477765543356,0.430975358561125,-0.503996391644103,-0.454813522534594,no,2
ENSMUSG00000026383,Epb41l5,226352,1,119472767,119576730,0.332659235500134,0.436166938276641,0.297176915616117,-0.934391271399327,-0.344758999762351,no,2
ENSMUSG00000026384,Ptpn4,19258,1,119580197,119765343,0.0363060891564846,0.642127061266691,0.521666125375166,-0.454282816419621,-0.719535437807184,no,2
ENSMUSG00000026385,Dbi,13167,1,120041010,120048808,-0.125821216327447,-0.535399394921784,-0.562223609101015,0.530788888745063,0.74240462760722,yes,1
ENSMUSG00000026388,3110009E18Rik,73103,1,120048917,120115919,0.0305602859629231,0.219689950326444,-0.768740905630739,0.417292138473329,0.0965858122563629,no,1
ENSMUSG00000026409,Pfkfb2,18640,1,130616919,130656990,-0.0985961654235655,0.689624168895749,0.476530620055738,-0.510554712360776,-0.425588106358089,no,2
ENSMUSG00000026425,Srgap2,14270,1,131212989,131455090,0.130813440221648,0.0741591338372038,0.697561235045147,-0.643775034633726,-0.350688926816861,no,2
ENSMUSG00000026426,Arl8a,68724,1,135074562,135084007,-0.11254633979426,-0.533752365727896,-0.449443065643479,0.745505870022541,0.390166292178081,no,1
ENSMUSG00000026434,Nucks1,98415,1,131838272,131864059,0.0186500843542207,0.677523596206782,0.300821156378635,-0.663648466987316,-0.290873633534079,no,2
ENSMUSG00000026439,Rbbp5,213464,1,132405103,132433397,0.208163054319934,0.615399797148206,0.267011224560337,-0.398489777676547,-0.796923272663009,no,2
ENSMUSG00000026442,Nfasc,269116,1,132492428,132669535,0.247538786951454,0.232996064809631,0.321093594816893,-0.642916589949494,-0.324949608107919,no,2
ENSMUSG00000026455,Klhl12,240756,1,134383269,134418756,0.131741522150209,0.540539988164773,0.379417779100794,-0.418202413777796,-0.687258018236993,no,2
ENSMUSG00000026457,Adipor1,72674,1,134343116,134361089,-0.182645887298064,-0.528779696547241,-0.285479385260931,0.906607838041373,0.183216571826093,no,1
ENSMUSG00000026466,Tor1aip1,208263,1,155880345,155912226,0.132015766643208,0.510611695725186,0.381453689311257,-0.347858398722903,-0.732683603295381,no,2
ENSMUSG00000026469,Xpr1,19775,1,155151447,155293161,0.0897904377844149,0.746193111380688,0.26706800350442,-0.690742618828621,-0.41746900289758,no,2
ENSMUSG00000026490,Cdc42bpa,226751,1,179788037,179993168,0.155326934766434,0.557011004283523,0.648540262811852,-0.860949209448562,-0.570006609797805,no,2
ENSMUSG00000026491,Ahctf1,226747,1,179572459,179631245,-0.0458616745233667,0.653154705130588,0.465741308698199,-0.505968228949313,-0.478240295702702,no,2
ENSMUSG00000026494,Kif26b,269152,1,178356690,178766765,0.31893824371315,0.0266632209803938,0.442575592806451,-0.431924794144207,-0.59323401105894,no,2
ENSMUSG00000026502,Desi2,78825,1,178014983,178084867,0.0217563958095917,0.76221128217118,0.0895062449369475,-0.290612259603598,-0.535661353323763,no,2
ENSMUSG00000026509,Capn2,12334,1,182294825,182345173,0.133660631377856,-0.900460540792996,-0.227029725645385,0.739134767172752,0.0794110159549332,yes,1
ENSMUSG00000026511,Srp9,27058,1,181952302,181959972,-0.256861369063251,-0.255116216505182,-0.440226000275159,0.723416121862969,0.400173806069312,no,1
ENSMUSG00000026516,Nvl,67459,1,180914703,180971769,0.161675315534813,0.615354265759913,0.371601596175602,-0.88342138326249,-0.335186758712348,no,2
ENSMUSG00000026520,Pycr2,69051,1,180731858,180735653,0.111315799200817,-0.615833001331378,-0.541664905074234,0.82527106156005,0.0861047794664836,no,1
ENSMUSG00000026526,Fh1,14194,1,175427940,175453201,0.0936528105542231,-0.570300715687922,-0.554815963953511,0.521846217222612,0.391852984308483,no,1
ENSMUSG00000026544,Dusp23,68440,1,172458331,172460529,-0.234155096016895,-0.437921440297155,-0.367584804370205,0.727250005517722,0.451534203821174,no,1
ENSMUSG00000026553,Copa,12847,1,171910096,171949897,0.00754164106583063,0.612950138861449,0.521329281717985,-0.360437818612786,-0.735960295593432,no,2
ENSMUSG00000026565,Pou2f1,18986,1,165692723,165830247,0.27421938379934,0.534044816345449,0.548588531439744,-0.887603863768454,-0.630409670970121,no,2
ENSMUSG00000026568,Mpc2,70456,1,165288206,165308783,-0.313517317564841,-0.252747179361345,-0.3747322003079,0.566555653916943,0.588516766543931,no,1
ENSMUSG00000026574,Dpt,56429,1,164624213,164651835,0.234055828788367,-1.00349656368876,-0.0441264060550309,0.457558225668778,0.0968423300546108,no,1
ENSMUSG00000026578,Ccdc181,74895,1,164103154,164115416,-0.313982810858931,-0.372217988417216,-0.119974245699701,0.631951981851814,0.378692005566794,no,1
ENSMUSG00000026587,Astn1,11899,1,158189843,158519351,-0.105907498535762,0.900428242503191,0.375616567057324,-0.533184850363876,-0.482486149883812,yes,2
ENSMUSG00000026600,Soat1,20652,1,156252095,156301901,0.0985980620697422,0.949778958668421,0.0572089634839314,-0.866936442929918,-0.233449841288809,no,2
ENSMUSG00000026603,Smyd2,226830,1,189612689,189654560,-0.0577324573196103,-0.251703505186145,-0.567449913491807,0.64297848190697,0.256231444981443,no,1
ENSMUSG00000026610,Esrrg,26381,1,187340988,187947082,0.205533315167353,0.379913729527336,0.380034136092203,-0.358784501313345,-0.729187188388472,yes,2
ENSMUSG00000026623,Lpgat1,226856,1,191449946,191516367,0.10540242332321,0.67724280022255,0.543263514880643,-0.74404478956399,-0.604478866336282,no,2
ENSMUSG00000026640,Plxna2,18845,1,194300526,194499177,0.00949546057050295,0.677635508653004,0.496098259905782,-0.706246105410357,-0.427635093425804,no,2
ENSMUSG00000026641,Usf1,22278,1,171238881,171246710,0.00683689834922515,-0.786226937795819,-0.319389742205512,0.635266334070358,0.392866862336952,no,1
ENSMUSG00000026664,Phyh,16922,2,4923830,4943541,-0.146143735151027,-0.724418431981342,-0.184788335125614,0.964914681422604,0.139675419533478,no,1
ENSMUSG00000026667,Uhmk1,16589,1,170020989,170042966,0.0283008259970542,0.840231848629905,0.435999535265971,-0.513447542694643,-0.742290965976937,no,2
ENSMUSG00000026688,Mgst3,66447,1,167199535,167221410,-0.231304892933862,-0.561794483999374,-0.248142853134244,1.05484480795471,0.113059884813089,yes,1
